,STATE,COUNTY,STNAME,CTYNAME,YEAR,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
6118,51,53,Virginia,Dinwiddie County,2018,28633,14024,14609,9261,9248,4391,4881,72,55,70,155,7,5,223,265,9459,9482,4528,5025,141,141,114,221,18,23,13482,14083,8863,8864,4304,4791,46,41,68,150,7,4,194,233,9039,9070,4418,4920,102,111,109,210,17,19,542,526,398,384,87,90,26,14,2,5,0,1,29,32,420,412,110,105,39,30,5,11,1,4
6137,51,53,Virginia,Dinwiddie County,2019,28544,13996,14548,9258,9232,4365,4831,65,57,76,164,11,7,221,257,9452,9458,4498,4982,125,144,132,215,26,28,13432,14035,8844,8857,4273,4744,42,43,74,159,8,6,191,226,9017,9056,4390,4880,89,114,122,206,18,25,564,513,414,375,92,87,23,14,2,5,3,1,30,31,435,402,108,102,36,30,10,9,8,3
6194,51,57,Virginia,Essex County,2010,11146,5271,5875,3093,3368,1972,2281,47,37,24,61,15,7,120,121,3201,3472,2050,2366,85,67,43,81,20,13,5056,5739,2954,3282,1954,2271,21,25,24,61,1,1,102,99,3048,3368,2021,2340,51,50,40,76,4,7,215,136,139,86,18,10,26,12,0,0,14,6,18,22,153,104,29,26,34,17,3,5,16,6
6213,51,57,Virginia,Essex County,2011,11169,5248,5921,3065,3370,1971,2306,47,45,26,63,15,8,124,129,3180,3484,2047,2383,82,89,47,87,20,13,5018,5786,2916,3289,1949,2297,21,30,26,63,1,1,105,106,3014,3385,2017,2363,47,62,42,81,6,5,230,135,149,81,22,9,26,15,0,0,14,7,19,23,166,99,30,20,35,27,5,6,14,8
6232,51,57,Virginia,Essex County,2012,11135,5204,5931,3023,3375,1952,2310,51,42,29,64,15,8,134,132,3146,3488,2035,2394,90,80,49,90,25,15,4984,5777,2882,3275,1933,2301,23,28,29,64,1,1,116,108,2988,3368,2008,2372,53,56,48,84,9,6,220,154,141,100,19,9,28,14,0,0,14,7,18,24,158,120,27,22,37,24,1,6,16,9
6251,51,57,Virginia,Essex County,2013,11161,5243,5918,3021,3307,1986,2358,53,43,32,68,15,7,136,135,3146,3431,2073,2436,88,87,57,89,24,15,5025,5775,2886,3219,1964,2346,26,29,32,68,1,1,116,112,2993,3321,2040,2412,52,65,52,84,7,8,218,143,135,88,22,12,27,14,0,0,14,6,20,23,153,110,33,24,36,22,5,5,17,7
6270,51,57,Virginia,Essex County,2014,11071,5208,5863,3022,3306,1945,2289,51,45,38,76,15,7,137,140,3143,3431,2041,2377,87,86,59,101,19,13,4987,5706,2880,3204,1928,2278,24,31,35,75,1,1,119,117,2988,3310,2011,2352,52,64,55,95,4,5,221,157,142,102,17,11,27,14,3,1,14,6,18,23,155,121,30,25,35,22,4,6,15,8
6289,51,57,Virginia,Essex County,2015,11096,5203,5893,3021,3308,1938,2307,51,44,34,78,15,7,144,149,3150,3445,2034,2400,95,88,54,98,20,14,4981,5735,2881,3210,1918,2295,24,31,31,77,1,1,126,121,2994,3321,2005,2370,56,63,50,95,6,8,222,158,140,98,20,12,27,13,3,1,14,6,18,28,156,124,29,30,39,25,4,3,14,6
6308,51,57,Virginia,Essex County,2016,11077,5190,5887,3007,3327,1924,2275,55,51,34,77,15,7,155,150,3142,3459,2028,2362,94,102,64,102,21,16,4971,5727,2869,3230,1905,2259,28,36,34,77,1,1,134,124,2987,3341,1999,2328,58,76,60,98,5,10,219,160,138,97,19,16,27,15,0,0,14,6,21,26,155,118,29,34,36,26,4,4,16,6
6327,51,57,Virginia,Essex County,2017,10969,5154,5815,2971,3282,1924,2249,56,52,34,74,15,7,154,151,3110,3419,2022,2338,97,99,59,101,26,13,4931,5652,2833,3184,1902,2232,29,37,34,74,1,1,132,124,2951,3297,1988,2305,62,75,55,96,11,7,223,163,138,98,22,17,27,15,0,0,14,6,22,27,159,122,34,33,35,24,4,5,15,6
6346,51,57,Virginia,Essex County,2018,10896,5118,5778,2960,3239,1905,2230,48,53,38,82,15,7,152,167,3104,3393,2001,2329,87,95,60,118,24,17,4881,5599,2815,3131,1875,2206,21,38,38,82,1,1,131,141,2939,3261,1963,2291,50,68,53,113,9,11,237,179,145,108,30,24,27,15,0,0,14,6,21,26,165,132,38,38,37,27,7,5,15,6
6365,51,57,Virginia,Essex County,2019,10953,5133,5820,2988,3285,1881,2219,51,53,42,85,15,7,156,171,3125,3435,1988,2326,93,105,71,111,24,19,4897,5629,2846,3163,1852,2196,22,38,42,85,1,1,134,146,2964,3291,1947,2288,53,77,68,109,6,13,236,191,142,122,29,23,29,15,0,0,14,6,22,25,161,144,41,38,40,28,3,2,18,6
6422,51,59,Virginia,Fairfax County,2010,1086155,536701,549454,372709,373113,49607,53919,3642,3283,92907,101162,622,552,17214,17425,388628,389050,54676,59403,7102,6867,103644,111860,1395,1369,450006,466823,295296,299341,46653,50844,974,997,92002,100193,354,376,14727,15072,308907,313123,50736,55356,3392,3636,101747,109922,980,1035,86695,82631,77413,73772,2954,3075,2668,2286,905,969,268,176,2487,2353,79721,75927,3940,4047,3710,3231,1897,1938,415,334
6441,51,59,Virginia,Fairfax County,2011,1103439,545521,557918,377356,376612,50869,54971,3618,3244,95241,104512,583,512,17854,18067,393840,393158,56138,60688,7076,6912,106460,115634,1414,1344,456548,473003,297676,300600,47863,51899,973,980,94345,103549,338,353,15353,15622,311853,314887,52148,56609,3393,3662,104526,113646,1007,1023,88973,84915,79680,76012,3006,3072,2645,2264,896,963,245,159,2501,2445,81987,78271,3990,4079,3683,3250,1934,1988,407,321
6460,51,59,Virginia,Fairfax County,2012,1120395,554100,566295,381517,379911,52319,56154,3598,3233,97617,107712,547,494,18502,18791,398625,397130,57808,62125,7109,6948,109272,119332,1381,1377,463071,479051,299931,301813,49193,52914,938,964,96714,106741,320,348,15975,16271,314709,316727,53688,57840,3418,3674,107335,117305,993,1060,91029,87244,81586,78098,3126,3240,2660,2269,903,971,227,146,2527,2520,83916,80403,4120,4285,3691,3274,1937,2027,388,317
6479,51,59,Virginia,Fairfax County,2013,1131784,560126,571658,382839,380996,53995,57316,3588,3191,100052,110228,550,488,19102,19439,400532,398822,59691,63500,7126,6938,112122,122277,1400,1374,467501,482763,299911,301430,50729,53951,934,934,99101,109225,321,352,16505,16871,315194,316899,55389,59072,3427,3671,110097,120198,1004,1071,92625,88895,82928,79566,3266,3365,2654,2257,951,1003,229,136,2597,2568,85338,81923,4302,4428,3699,3267,2025,2079,396,303
6498,51,59,Virginia,Fairfax County,2014,1136271,562280,573991,381863,379860,54709,58061,3531,3122,101788,112431,504,460,19885,20057,400263,398280,60646,64453,7147,6902,114391,124914,1370,1365,469368,484425,298722,299821,51389,54594,931,871,100838,111409,301,330,17187,17400,314623,315787,56246,59896,3484,3621,112323,122770,1015,1066,92912,89566,83141,80039,3320,3467,2600,2251,950,1022,203,130,2698,2657,85640,82493,4400,4557,3663,3281,2068,2144,355,299
6517,51,59,Virginia,Fairfax County,2015,1140401,564731,575670,380312,377945,56020,59169,3441,3022,103987,114617,512,473,20459,20444,399265,396746,62159,65693,7061,6804,117005,127339,1420,1409,470769,485230,296427,297262,52517,55534,886,835,102967,113592,311,331,17661,17676,312783,313521,57529,60910,3432,3559,114802,125163,1032,1077,93962,90440,83885,80683,3503,3635,2555,2187,1020,1025,201,142,2798,2768,86482,83225,4630,4783,3629,3245,2203,2176,388,332
6536,51,59,Virginia,Fairfax County,2016,1144188,566923,577265,378366,375614,57041,60230,3364,3022,106457,117000,570,494,21125,20905,397931,394837,63420,66897,7007,6844,119929,130081,1514,1451,472316,485979,294114,294450,53460,56347,886,835,105294,115940,334,329,18228,18078,311008,311075,58660,61825,3450,3592,117542,127805,1097,1105,94607,91286,84252,81164,3581,3883,2478,2187,1163,1060,236,165,2897,2827,86923,83762,4760,5072,3557,3252,2387,2276,417,346
6555,51,59,Virginia,Fairfax County,2017,1148728,569427,579301,377089,373947,58062,61172,3283,2999,108525,118976,546,513,21922,21694,397430,393906,64692,68076,7039,6892,122568,132551,1530,1533,474425,486935,292740,292047,54423,57209,895,811,107145,117831,311,347,18911,18690,310296,309248,59828,62850,3515,3602,119898,130135,1102,1153,95002,92366,84349,81900,3639,3963,2388,2188,1380,1145,235,166,3011,3004,87134,84658,4864,5226,3524,3290,2670,2416,428,380
6574,51,59,Virginia,Fairfax County,2018,1148463,569834,578629,375315,371137,58923,61970,3244,2968,109582,120088,530,504,22240,21962,395933,391376,65657,68976,6938,6885,123855,133882,1514,1493,474178,485661,290532,288861,55179,57865,881,792,108093,118934,296,330,19197,18879,308336,306267,60655,63575,3475,3582,121052,131425,1095,1131,95656,92968,84783,82276,3744,4105,2363,2176,1489,1154,234,174,3043,3083,87597,85109,5002,5401,3463,3303,2803,2457,419,362
6593,51,59,Virginia,Fairfax County,2019,1147532,569629,577903,373263,368915,59626,62328,3144,2964,110349,120736,512,480,22735,22480,394348,389647,66513,69499,6830,6882,125023,134861,1524,1499,473781,484236,288301,286031,55875,58163,820,800,108841,119582,282,312,19662,19348,306556,303886,61506,64019,3424,3596,122162,132373,1100,1124,95848,93667,84962,82884,3751,4165,2324,2164,1508,1154,230,168,3073,3132,87792,85761,5007,5480,3406,3286,2861,2488,424,375
6650,51,61,Virginia,Fauquier County,2010,65440,32297,33143,28402,29003,2664,2758,151,135,362,493,29,29,689,725,29031,29659,3050,3167,351,351,535,671,66,59,30145,31110,26488,27228,2598,2676,97,86,351,480,14,15,597,625,27039,27800,2930,3023,254,258,510,642,43,39,2152,2033,1914,1775,66,82,54,49,11,13,15,14,92,100,1992,1859,120,144,97,93,25,29,23,20
6669,51,61,Virginia,Fauquier County,2011,66032,32596,33436,28687,29228,2637,2775,151,136,380,512,29,31,712,754,29335,29914,3043,3211,343,348,562,697,61,72,30390,31373,26721,27422,2574,2686,98,90,365,492,14,20,618,663,27286,28029,2925,3062,251,265,530,663,41,54,2206,2063,1966,1806,63,89,53,46,15,20,15,11,94,91,2049,1885,118,149,92,83,32,34,20,18
6688,51,61,Virginia,Fauquier County,2012,66561,32943,33618,28968,29381,2657,2768,154,145,388,529,30,30,746,765,29650,30061,3075,3236,362,367,586,719,65,56,30661,31498,26940,27510,2584,2689,96,98,370,508,16,19,655,674,27540,28111,2949,3099,256,277,556,685,47,43,2282,2120,2028,1871,73,79,58,47,18,21,14,11,91,91,2110,1950,126,137,106,90,30,34,18,13
6707,51,61,Virginia,Fauquier County,2013,67139,33263,33876,29266,29615,2659,2730,161,156,397,535,31,36,749,804,29946,30351,3092,3193,355,379,590,738,62,75,30879,31618,27150,27611,2581,2659,96,99,376,517,16,21,660,711,27754,28269,2955,3067,263,283,554,701,40,58,2384,2258,2116,2004,78,71,65,57,21,18,15,15,89,93,2192,2082,137,126,92,96,36,37,22,17
6726,51,61,Virginia,Fauquier County,2014,68116,33688,34428,29626,30073,2695,2729,153,153,400,574,31,34,783,865,30341,30863,3148,3253,364,389,599,782,62,70,31228,32034,27459,27966,2597,2637,90,96,375,551,15,22,692,762,28094,28661,2999,3101,258,286,564,743,43,54,2460,2394,2167,2107,98,92,63,57,25,23,16,12,91,103,2247,2202,149,152,106,103,35,39,19,16
6745,51,61,Virginia,Fauquier County,2015,68423,33861,34562,29728,30162,2708,2729,157,151,415,609,31,35,822,876,30483,30966,3180,3249,355,382,637,818,60,72,31313,32084,27481,27988,2606,2624,89,92,390,584,15,24,732,772,28154,28699,3029,3079,248,278,598,781,42,55,2548,2478,2247,2174,102,105,68,59,25,25,16,11,90,104,2329,2267,151,170,107,104,39,37,18,17
6764,51,61,Virginia,Fauquier County,2016,68805,34019,34786,29803,30323,2723,2683,181,157,433,659,30,34,849,930,30581,31165,3224,3236,380,397,665,896,64,73,31316,32084,27429,27955,2611,2554,99,96,406,634,14,21,757,824,28124,28712,3057,3038,263,289,626,849,43,56,2703,2702,2374,2368,112,129,82,61,27,25,16,13,92,106,2457,2453,167,198,117,108,39,47,21,17
6783,51,61,Virginia,Fauquier County,2017,69547,34392,35155,30133,30659,2675,2703,178,152,496,677,31,34,879,930,30948,31516,3180,3263,395,388,733,908,67,70,31468,32283,27553,28142,2560,2573,94,91,466,653,15,22,780,802,28279,28889,3012,3051,272,272,685,867,44,49,2924,2872,2580,2517,115,130,84,61,30,24,16,12,99,128,2669,2627,168,212,123,116,48,41,23,21
6802,51,61,Virginia,Fauquier County,2018,70642,34968,35674,30542,31074,2750,2774,189,162,517,664,29,37,941,963,31408,31958,3278,3337,420,400,761,914,72,74,31823,32616,27777,28398,2619,2629,95,94,486,639,15,24,831,832,28546,29166,3082,3119,281,277,718,867,51,51,3145,3058,2765,2676,131,145,94,68,31,25,14,13,110,131,2862,2792,196,218,139,123,43,47,21,23
6821,51,61,Virginia,Fauquier County,2019,71222,35213,36009,30688,31293,2776,2798,195,177,537,693,30,35,987,1013,31601,32230,3354,3401,428,423,811,940,68,76,31934,32766,27808,28465,2640,2636,94,96,505,667,15,22,872,880,28622,29282,3145,3161,277,285,757,896,48,56,3279,3243,2880,2828,136,162,101,81,32,26,15,13,115,133,2979,2948,209,240,151,138,54,44,20,20
6878,51,63,Virginia,Floyd County,2010,15365,7711,7654,7451,7388,146,149,14,5,12,24,0,1,88,87,7529,7467,192,193,49,40,33,38,3,7,7472,7484,7238,7241,135,141,14,4,12,24,0,1,73,73,7303,7308,172,176,42,33,31,35,2,7,239,170,213,147,11,8,0,1,0,0,0,0,15,14,226,159,20,17,7,7,2,3,1,0
6897,51,63,Virginia,Floyd County,2011,15400,7731,7669,7460,7399,144,149,14,8,22,27,1,2,90,84,7543,7475,191,195,51,42,38,44,5,3,7501,7496,7256,7249,133,141,14,7,22,27,1,2,75,70,7324,7313,172,177,43,38,36,41,5,3,230,173,204,150,11,8,0,1,0,0,0,0,15,14,219,162,19,18,8,4,2,3,0,0
6916,51,63,Virginia,Floyd County,2012,15431,7770,7661,7491,7393,139,147,14,7,34,28,1,2,91,84,7578,7464,182,193,48,45,52,44,6,7,7539,7479,7286,7236,128,138,14,6,34,28,1,2,76,69,7358,7294,165,174,39,34,51,43,6,7,231,182,205,157,11,9,0,1,0,0,0,0,15,15,220,170,17,19,9,11,1,1,0,0
6935,51,63,Virginia,Floyd County,2013,15482,7796,7686,7505,7414,145,146,15,9,33,24,1,2,97,91,7594,7499,192,188,57,53,50,37,2,5,7558,7504,7295,7259,132,136,15,7,33,24,1,2,82,76,7370,7331,167,171,53,42,49,36,2,4,238,182,210,155,13,10,0,2,0,0,0,0,15,15,224,168,25,17,4,11,1,1,0,1
6954,51,63,Virginia,Floyd County,2014,15526,7823,7703,7526,7420,147,146,16,11,35,25,1,2,98,99,7611,7507,198,204,55,54,60,39,2,6,7581,7517,7313,7261,134,137,16,9,35,25,1,2,82,83,7384,7334,176,184,51,41,55,38,2,6,242,186,213,159,13,9,0,2,0,0,0,0,16,16,227,173,22,20,4,13,5,1,0,0
6973,51,63,Virginia,Floyd County,2015,15548,7837,7711,7534,7406,149,153,15,15,35,27,1,2,103,108,7628,7508,196,210,54,54,61,50,6,5,7607,7513,7331,7243,138,144,15,8,35,27,1,2,87,89,7410,7329,178,188,43,38,60,49,6,4,230,198,203,163,11,9,0,7,0,0,0,0,16,19,218,179,18,22,11,16,1,1,0,1
6992,51,63,Virginia,Floyd County,2016,15677,7899,7778,7581,7456,160,153,13,18,38,29,1,2,106,120,7676,7563,208,210,50,67,71,55,2,6,7657,7573,7366,7287,149,144,13,10,38,29,1,2,90,101,7448,7377,188,188,45,52,66,52,2,6,242,205,215,169,11,9,0,8,0,0,0,0,16,19,228,186,20,22,5,15,5,3,0,0
7011,51,63,Virginia,Floyd County,2017,15758,7957,7801,7639,7475,159,151,14,17,37,36,1,2,107,120,7731,7584,206,208,62,66,59,65,10,9,7696,7596,7405,7305,148,142,14,11,37,36,1,2,91,100,7481,7397,188,188,53,50,58,62,10,7,261,205,234,170,11,9,0,6,0,0,0,0,16,20,250,187,18,20,9,16,1,3,0,2
7030,51,63,Virginia,Floyd County,2018,15790,7943,7847,7602,7499,166,160,16,18,39,36,1,3,119,131,7711,7614,218,223,64,57,66,77,7,8,7675,7614,7366,7302,153,150,14,12,39,36,1,3,102,111,7459,7400,194,202,54,43,64,73,7,8,268,233,236,197,13,10,2,6,0,0,0,0,17,20,252,214,24,21,10,14,2,4,0,0
7049,51,63,Virginia,Floyd County,2019,15749,7931,7818,7578,7468,165,154,16,19,42,42,1,3,129,132,7688,7589,228,220,69,73,78,66,5,8,7679,7596,7360,7283,151,144,14,13,42,42,1,3,111,111,7455,7383,204,196,58,59,74,63,5,8,252,222,218,185,14,10,2,6,0,0,0,0,18,21,233,206,24,24,11,14,4,3,0,0
7106,51,65,Virginia,Fluvanna County,2010,25791,11846,13945,9869,11215,1665,2325,21,34,59,97,4,8,228,266,10083,11456,1803,2487,78,110,111,148,12,25,11467,13563,9528,10894,1643,2300,19,25,54,89,4,6,219,249,9735,11119,1774,2451,70,96,106,137,12,23,379,382,341,321,22,25,2,9,5,8,0,2,9,17,348,337,29,36,8,14,5,11,0,2
7125,51,65,Virginia,Fluvanna County,2011,25956,11887,14069,9919,11320,1637,2325,23,37,69,101,6,9,233,277,10127,11565,1783,2492,87,124,115,158,17,25,11493,13652,9573,10972,1610,2297,21,28,64,93,6,6,219,256,9768,11199,1750,2450,79,107,107,145,16,21,394,417,346,348,27,28,2,9,5,8,0,3,14,21,359,366,33,42,8,17,8,13,1,4
7144,51,65,Virginia,Fluvanna County,2012,25883,11840,14043,9862,11263,1631,2339,24,39,66,100,7,9,250,293,10088,11512,1789,2521,94,130,115,166,20,27,11431,13619,9509,10906,1598,2315,23,31,61,92,7,6,233,269,9720,11132,1747,2484,79,109,110,155,20,22,409,424,353,357,33,24,1,8,5,8,0,3,17,24,368,380,42,37,15,21,5,11,0,5
7163,51,65,Virginia,Fluvanna County,2013,25825,11791,14034,9800,11268,1619,2328,32,42,75,98,8,9,257,289,10030,11528,1779,2496,99,135,131,160,21,23,11383,13607,9448,10909,1588,2301,29,34,70,90,8,6,240,267,9662,11149,1738,2458,91,117,121,148,19,20,408,427,352,359,31,27,3,8,5,8,0,3,17,22,368,379,41,38,8,18,10,12,2,3
7182,51,65,Virginia,Fluvanna County,2014,25969,11825,14144,9820,11350,1619,2336,33,40,76,104,6,9,271,305,10062,11611,1786,2534,106,128,134,166,23,26,11417,13735,9475,11014,1585,2307,30,32,70,97,6,6,251,279,9699,11253,1743,2493,92,104,126,155,22,20,408,409,345,336,34,29,3,8,6,7,0,3,20,26,363,358,43,41,14,24,8,11,1,6
7201,51,65,Virginia,Fluvanna County,2015,26133,11870,14263,9860,11435,1634,2341,34,47,73,117,5,13,264,310,10093,11713,1803,2538,96,128,136,183,20,30,11458,13826,9514,11078,1597,2308,31,33,66,110,5,10,245,287,9730,11338,1756,2490,83,103,126,172,20,26,412,437,346,357,37,33,3,14,7,7,0,3,19,23,363,375,47,48,13,25,10,11,0,4
7220,51,65,Virginia,Fluvanna County,2016,26187,11961,14226,9930,11437,1622,2272,36,51,82,128,5,13,286,325,10181,11730,1807,2466,107,147,149,193,18,34,11539,13770,9580,11060,1581,2240,31,35,75,121,5,10,267,304,9816,11333,1754,2423,95,122,137,181,18,31,422,456,350,377,41,32,5,16,7,7,0,3,19,21,365,397,53,43,12,25,12,12,0,3
7239,51,65,Virginia,Fluvanna County,2017,26480,12049,14431,9988,11547,1612,2337,47,52,88,141,5,13,309,341,10256,11852,1808,2553,136,148,153,206,25,36,11612,13950,9629,11152,1575,2304,35,34,81,134,5,11,287,315,9877,11431,1758,2504,112,119,143,198,25,34,437,481,359,395,37,33,12,18,7,7,0,2,22,26,379,421,50,49,24,29,10,8,0,2
7258,51,65,Virginia,Fluvanna County,2018,26898,12254,14644,10096,11664,1679,2399,44,55,88,148,5,13,342,365,10405,11987,1893,2624,131,144,156,235,24,33,11788,14125,9719,11242,1633,2360,33,35,82,141,5,11,316,336,10003,11539,1833,2572,112,111,145,223,23,28,466,519,377,422,46,39,11,20,6,7,0,2,26,29,402,448,60,52,19,33,11,12,1,5
7277,51,65,Virginia,Fluvanna County,2019,27270,12496,14774,10251,11752,1727,2433,52,62,98,159,8,15,360,353,10576,12074,1962,2651,142,164,179,233,26,28,11991,14231,9845,11314,1680,2394,36,37,92,152,8,13,330,321,10143,11606,1897,2594,112,126,168,220,24,25,505,543,406,438,47,39,16,25,6,7,0,2,30,32,433,468,65,57,30,38,11,13,2,3
7334,51,67,Virginia,Franklin County,2010,56176,27719,28457,24851,25514,2311,2346,141,117,107,148,16,7,293,325,25125,25818,2496,2559,221,209,155,189,25,17,26952,27797,24229,24962,2275,2314,51,56,107,146,5,3,285,316,24497,25258,2456,2522,126,143,151,185,14,13,767,660,622,552,36,32,90,61,0,2,11,4,8,9,628,560,40,37,95,66,4,4,11,4
7353,51,67,Virginia,Franklin County,2011,56337,27776,28561,24894,25613,2301,2339,141,111,111,143,16,9,313,346,25180,25934,2501,2566,220,212,159,191,34,18,27011,27902,24272,25055,2266,2309,55,58,110,141,5,5,303,334,24550,25364,2462,2530,128,156,157,185,21,13,765,659,622,558,35,30,86,53,1,2,11,4,10,12,630,570,39,36,92,56,2,6,13,5
7372,51,67,Virginia,Franklin County,2012,56290,27755,28535,24858,25584,2302,2331,137,110,118,143,17,9,323,358,25159,25914,2517,2562,222,209,166,199,25,22,26968,27867,24218,25019,2261,2297,57,60,117,140,6,5,309,346,24507,25340,2467,2518,132,153,165,196,14,18,787,668,640,565,41,34,80,50,1,3,11,4,14,12,652,574,50,44,90,56,1,3,11,4
7391,51,67,Virginia,Franklin County,2013,56269,27739,28530,24843,25598,2300,2317,130,107,108,139,22,10,336,359,25155,25941,2521,2538,215,205,164,190,31,22,26964,27828,24219,25006,2252,2278,55,58,107,136,8,5,323,345,24521,25336,2464,2492,137,151,160,184,15,17,775,702,624,592,48,39,75,49,1,3,14,5,13,14,634,605,57,46,78,54,4,6,16,5
7410,51,67,Virginia,Franklin County,2014,56258,27699,28559,24788,25587,2304,2350,130,112,100,130,22,10,355,370,25114,25933,2543,2601,222,208,150,176,33,23,26947,27848,24181,24993,2262,2306,56,62,99,127,8,5,341,355,24496,25324,2492,2549,142,151,148,171,18,16,752,711,607,594,42,44,74,50,1,3,14,5,14,15,618,609,51,52,80,57,2,5,15,7
7429,51,67,Virginia,Franklin County,2015,56227,27662,28565,24772,25636,2273,2299,135,114,113,137,21,13,348,366,25097,25986,2503,2539,215,214,170,184,32,20,26904,27837,24162,25028,2229,2258,61,58,112,134,7,8,333,351,24472,25365,2453,2490,133,150,168,181,17,14,758,728,610,608,44,41,74,56,1,3,14,5,15,15,625,621,50,49,82,64,2,3,15,6
7448,51,67,Virginia,Franklin County,2016,56158,27645,28513,24738,25580,2253,2257,132,114,115,143,21,12,386,407,25097,25971,2520,2532,214,209,184,194,28,24,26852,27775,24102,24962,2204,2218,57,56,114,140,7,7,368,392,24445,25339,2460,2484,134,146,177,189,14,18,793,738,636,618,49,39,75,58,1,3,14,5,18,15,652,632,60,48,80,63,7,5,14,6
7467,51,67,Virginia,Franklin County,2017,56315,27720,28595,24773,25637,2249,2255,136,111,115,146,19,11,428,435,25177,26055,2536,2551,235,219,178,205,31,17,26906,27837,24123,25004,2195,2211,62,56,114,143,7,7,405,416,24504,25404,2466,2495,154,156,176,201,19,13,814,758,650,633,54,44,74,55,1,3,12,4,23,19,673,651,70,56,81,63,2,4,12,4
7486,51,67,Virginia,Franklin County,2018,56191,27655,28536,24703,25643,2235,2205,140,110,121,148,19,12,437,418,25116,26039,2527,2483,251,199,178,221,30,18,26818,27746,24033,24984,2180,2161,65,54,120,145,7,7,413,395,24426,25358,2455,2429,168,133,171,214,17,13,837,790,670,659,55,44,75,56,1,3,12,5,24,23,690,681,72,54,83,66,7,7,13,5
7505,51,67,Virginia,Franklin County,2019,56042,27565,28477,24612,25590,2246,2184,145,117,113,150,19,12,430,424,25013,25993,2542,2463,244,221,182,213,29,18,26749,27680,23955,24920,2192,2141,72,63,112,147,7,7,411,402,24342,25304,2478,2410,162,157,174,205,16,12,816,797,657,670,54,43,73,54,1,3,12,5,19,22,671,689,64,53,82,64,8,8,13,6
7562,51,69,Virginia,Frederick County,2010,78550,39008,39542,35946,36545,1760,1537,172,163,415,576,31,21,684,700,36581,37190,2171,1971,347,341,571,731,60,49,36361,37018,33588,34296,1650,1441,93,88,409,566,16,15,605,612,34153,34860,2014,1818,232,233,554,706,40,39,2647,2524,2358,2249,110,96,79,75,6,10,15,6,79,88,2428,2330,157,153,115,108,17,25,20,10
7581,51,69,Virginia,Frederick County,2011,79512,39509,40003,36377,36914,1770,1577,175,170,446,604,31,23,710,715,37032,37563,2186,2020,359,351,608,764,67,62,36798,37396,33954,34588,1663,1476,94,90,438,594,16,18,633,630,34543,35164,2035,1862,243,241,592,742,46,49,2711,2607,2423,2326,107,101,81,80,8,10,15,5,77,85,2489,2399,151,158,116,110,16,22,21,13
7600,51,69,Virginia,Frederick County,2012,80229,39853,40376,36596,37195,1852,1586,168,163,453,639,34,24,750,769,37288,37890,2295,2077,364,357,630,815,69,60,37032,37725,34092,34836,1727,1480,89,85,445,628,18,18,661,678,34701,35450,2123,1910,241,242,610,793,49,51,2821,2651,2504,2359,125,106,79,78,8,11,16,6,89,91,2587,2440,172,167,123,115,20,22,20,9
7619,51,69,Virginia,Frederick County,2013,81474,40523,40951,37136,37677,1922,1626,176,169,481,680,29,24,779,775,37849,38386,2393,2095,355,365,685,864,61,57,37528,38179,34489,35218,1784,1516,88,86,468,666,18,20,681,673,35114,35841,2194,1926,232,242,652,831,45,47,2995,2772,2647,2459,138,110,88,83,13,14,11,4,98,102,2735,2545,199,169,123,123,33,33,16,10
7638,51,69,Virginia,Frederick County,2014,82714,41173,41541,37670,38194,1929,1603,179,163,529,726,28,20,838,835,38434,38959,2455,2133,390,370,720,911,61,55,37943,38577,34830,35553,1779,1493,90,79,504,708,17,15,723,729,35493,36223,2240,1956,254,248,677,874,46,44,3230,2964,2840,2641,150,110,89,84,25,18,11,5,115,106,2941,2736,215,177,136,122,43,37,15,11
7657,51,69,Virginia,Frederick County,2015,83493,41571,41922,38034,38555,1961,1594,180,155,535,736,27,20,834,862,38797,39353,2476,2129,376,362,730,924,68,57,38191,38813,35042,35747,1817,1490,90,81,505,714,16,15,721,766,35702,36459,2266,1967,237,244,686,892,52,48,3380,3109,2992,2808,144,104,90,74,30,22,11,5,113,96,3095,2894,210,162,139,118,44,32,16,9
